Адр,МК,IP,CR,AR,DR,SP,BR,AC,PS,NZVCСчМК
06,810C204002,1F2,0000,1F1,0000,001,01F1,FBDD,008,100007
07,8078104002,1F2,0000,1F1,0000,001,01F1,FBDD,008,100078
78,81A4084002,1F2,0000,1F1,0000,001,01F1,FBDD,008,100079
79,8189044002,1F2,0000,1F1,0000,001,01F1,FBDD,008,10007A
7A,817D024002,1F2,0000,1F1,0000,001,01F1,FBDD,008,10007B
7B,80C4014002,1F2,0000,1F1,0000,001,01F1,FBDD,008,1000C4
C4,80DE801040,1F2,0000,1F1,0000,001,01F1,FBDD,008,1000DE
DE,4000000000,1F2,0000,1F1,0000,001,01F1,FBDD,008,1000DF
DF,8001101040,1F2,0000,1F1,0000,001,01F1,FBDD,008,100001
01,00A0009004,1F2,0000,1F2,0000,001,01F2,FBDD,008,100002
02,0104009420,1F3,0000,1F2,0000,001,01F2,FBDD,008,100003
03,0002009001,1F3,0000,1F2,0000,001,01F2,FBDD,008,100004
04,8109804002,1F3,0000,1F2,0000,001,01F2,FBDD,008,100005
05,810C404002,1F3,0000,1F2,0000,001,01F2,FBDD,008,100006
06,810C204002,1F3,0000,1F2,0000,001,01F2,FBDD,008,100007
07,8078104002,1F3,0000,1F2,0000,001,01F2,FBDD,008,100078
78,81A4084002,1F3,0000,1F2,0000,001,01F2,FBDD,008,100079
79,8189044002,1F3,0000,1F2,0000,001,01F2,FBDD,008,10007A
7A,817D024002,1F3,0000,1F2,0000,001,01F2,FBDD,008,10007B
7B,80C4014002,1F3,0000,1F2,0000,001,01F2,FBDD,008,1000C4
C4,80DE801040,1F3,0000,1F2,0000,001,01F2,FBDD,008,1000DE
DE,4000000000,1F3,0000,1F2,0000,001,01F2,FBDD,008,1000DF
DF,8001101040,1F3,0000,1F2,0000,001,01F2,FBDD,008,100001
01,00A0009004,1F3,0000,1F3,0000,001,01F3,FBDD,008,100002
02,0104009420,1F4,0000,1F3,0000,001,01F3,FBDD,008,100003
03,0002009001,1F4,0000,1F3,0000,001,01F3,FBDD,008,100004
04,8109804002,1F4,0000,1F3,0000,001,01F3,FBDD,008,100005
05,810C404002,1F4,0000,1F3,0000,001,01F3,FBDD,008,100006
06,810C204002,1F4,0000,1F3,0000,001,01F3,FBDD,008,100007
07,8078104002,1F4,0000,1F3,0000,001,01F3,FBDD,008,100078
78,81A4084002,1F4,0000,1F3,0000,001,01F3,FBDD,008,100079
79,8189044002,1F4,0000,1F3,0000,001,01F3,FBDD,008,10007A
7A,817D024002,1F4,0000,1F3,0000,001,01F3,FBDD,008,10007B
7B,80C4014002,1F4,0000,1F3,0000,001,01F3,FBDD,008,1000C4
C4,80DE801040,1F4,0000,1F3,0000,001,01F3,FBDD,008,1000DE
DE,4000000000,1F4,0000,1F3,0000,001,01F3,FBDD,008,1000DF
DF,8001101040,1F4,0000,1F3,0000,001,01F3,FBDD,008,100001
01,00A0009004,1F4,0000,1F4,0000,001,01F4,FBDD,008,100002
02,0104009420,1F5,0000,1F4,0000,001,01F4,FBDD,008,100003
03,0002009001,1F5,0000,1F4,0000,001,01F4,FBDD,008,100004
04,8109804002,1F5,0000,1F4,0000,001,01F4,FBDD,008,100005
05,810C404002,1F5,0000,1F4,0000,001,01F4,FBDD,008,100006
06,810C204002,1F5,0000,1F4,0000,001,01F4,FBDD,008,100007
07,8078104002,1F5,0000,1F4,0000,001,01F4,FBDD,008,100078
78,81A4084002,1F5,0000,1F4,0000,001,01F4,FBDD,008,100079
79,8189044002,1F5,0000,1F4,0000,001,01F4,FBDD,008,10007A
7A,817D024002,1F5,0000,1F4,0000,001,01F4,FBDD,008,10007B
7B,80C4014002,1F5,0000,1F4,0000,001,01F4,FBDD,008,1000C4
C4,80DE801040,1F5,0000,1F4,0000,001,01F4,FBDD,008,1000DE
DE,4000000000,1F5,0000,1F4,0000,001,01F4,FBDD,008,1000DF
DF,8001101040,1F5,0000,1F4,0000,001,01F4,FBDD,008,100001
01,00A0009004,1F5,0000,1F5,0000,001,01F5,FBDD,008,100002
02,0104009420,1F6,0000,1F5,0000,001,01F5,FBDD,008,100003
03,0002009001,1F6,0000,1F5,0000,001,01F5,FBDD,008,100004
04,8109804002,1F6,0000,1F5,0000,001,01F5,FBDD,008,100005
05,810C404002,1F6,0000,1F5,0000,001,01F5,FBDD,008,100006
06,810C204002,1F6,0000,1F5,0000,001,01F5,FBDD,008,100007
07,8078104002,1F6,0000,1F5,0000,001,01F5,FBDD,008,100078
78,81A4084002,1F6,0000,1F5,0000,001,01F5,FBDD,008,100079
79,8189044002,1F6,0000,1F5,0000,001,01F5,FBDD,008,10007A
7A,817D024002,1F6,0000,1F5,0000,001,01F5,FBDD,008,10007B
7B,80C4014002,1F6,0000,1F5,0000,001,01F5,FBDD,008,1000C4
C4,80DE801040,1F6,0000,1F5,0000,001,01F5,FBDD,008,1000DE
DE,4000000000,1F6,0000,1F5,0000,001,01F5,FBDD,008,1000DF
DF,8001101040,1F6,0000,1F5,0000,001,01F5,FBDD,008,100001
01,00A0009004,1F6,0000,1F6,0000,001,01F6,FBDD,008,100002
02,0104009420,1F7,0000,1F6,0000,001,01F6,FBDD,008,100003
03,0002009001,1F7,0000,1F6,0000,001,01F6,FBDD,008,100004
04,8109804002,1F7,0000,1F6,0000,001,01F6,FBDD,008,100005
05,810C404002,1F7,0000,1F6,0000,001,01F6,FBDD,008,100006
06,810C204002,1F7,0000,1F6,0000,001,01F6,FBDD,008,100007
07,8078104002,1F7,0000,1F6,0000,001,01F6,FBDD,008,100078
78,81A4084002,1F7,0000,1F6,0000,001,01F6,FBDD,008,100079
79,8189044002,1F7,0000,1F6,0000,001,01F6,FBDD,008,10007A
7A,817D024002,1F7,0000,1F6,0000,001,01F6,FBDD,008,10007B
7B,80C4014002,1F7,0000,1F6,0000,001,01F6,FBDD,008,1000C4
C4,80DE801040,1F7,0000,1F6,0000,001,01F6,FBDD,008,1000DE
DE,4000000000,1F7,0000,1F6,0000,001,01F6,FBDD,008,1000DF
DF,8001101040,1F7,0000,1F6,0000,001,01F6,FBDD,008,100001
01,00A0009004,1F7,0000,1F7,0000,001,01F7,FBDD,008,100002
02,0104009420,1F8,0000,1F7,0000,001,01F7,FBDD,008,100003
03,0002009001,1F8,0000,1F7,0000,001,01F7,FBDD,008,100004
04,8109804002,1F8,0000,1F7,0000,001,01F7,FBDD,008,100005
05,810C404002,1F8,0000,1F7,0000,001,01F7,FBDD,008,100006
06,810C204002,1F8,0000,1F7,0000,001,01F7,FBDD,008,100007
07,8078104002,1F8,0000,1F7,0000,001,01F7,FBDD,008,100078
78,81A4084002,1F8,0000,1F7,0000,001,01F7,FBDD,008,100079
79,8189044002,1F8,0000,1F7,0000,001,01F7,FBDD,008,10007A
7A,817D024002,1F8,0000,1F7,0000,001,01F7,FBDD,008,10007B
7B,80C4014002,1F8,0000,1F7,0000,001,01F7,FBDD,008,1000C4
C4,80DE801040,1F8,0000,1F7,0000,001,01F7,FBDD,008,1000DE
DE,4000000000,1F8,0000,1F7,0000,001,01F7,FBDD,008,1000DF
DF,8001101040,1F8,0000,1F7,0000,001,01F7,FBDD,008,100001
01,00A0009004,1F8,0000,1F8,0000,001,01F8,FBDD,008,100002
02,0104009420,1F9,0000,1F8,0000,001,01F8,FBDD,008,100003
03,0002009001,1F9,0000,1F8,0000,001,01F8,FBDD,008,100004
04,8109804002,1F9,0000,1F8,0000,001,01F8,FBDD,008,100005
05,810C404002,1F9,0000,1F8,0000,001,01F8,FBDD,008,100006
06,810C204002,1F9,0000,1F8,0000,001,01F8,FBDD,008,100007
07,8078104002,1F9,0000,1F8,0000,001,01F8,FBDD,008,100078
78,81A4084002,1F9,0000,1F8,0000,001,01F8,FBDD,008,100079
79,8189044002,1F9,0000,1F8,0000,001,01F8,FBDD,008,10007A
7A,817D024002,1F9,0000,1F8,0000,001,01F8,FBDD,008,10007B
7B,80C4014002,1F9,0000,1F8,0000,001,01F8,FBDD,008,1000C4
C4,80DE801040,1F9,0000,1F8,0000,001,01F8,FBDD,008,1000DE
DE,4000000000,1F9,0000,1F8,0000,001,01F8,FBDD,008,1000DF
DF,8001101040,1F9,0000,1F8,0000,001,01F8,FBDD,008,100001
01,00A0009004,1F9,0000,1F9,0000,001,01F9,FBDD,008,100002
02,0104009420,1FA,0000,1F9,0000,001,01F9,FBDD,008,100003
03,0002009001,1FA,0000,1F9,0000,001,01F9,FBDD,008,100004
04,8109804002,1FA,0000,1F9,0000,001,01F9,FBDD,008,100005
05,810C404002,1FA,0000,1F9,0000,001,01F9,FBDD,008,100006
06,810C204002,1FA,0000,1F9,0000,001,01F9,FBDD,008,100007
07,8078104002,1FA,0000,1F9,0000,001,01F9,FBDD,008,100078
78,81A4084002,1FA,0000,1F9,0000,001,01F9,FBDD,008,100079
79,8189044002,1FA,0000,1F9,0000,001,01F9,FBDD,008,10007A
7A,817D024002,1FA,0000,1F9,0000,001,01F9,FBDD,008,10007B
7B,80C4014002,1FA,0000,1F9,0000,001,01F9,FBDD,008,1000C4
C4,80DE801040,1FA,0000,1F9,0000,001,01F9,FBDD,008,1000DE
DE,4000000000,1FA,0000,1F9,0000,001,01F9,FBDD,008,1000DF
DF,8001101040,1FA,0000,1F9,0000,001,01F9,FBDD,008,100001
01,00A0009004,1FA,0000,1FA,0000,001,01FA,FBDD,008,100002
02,0104009420,1FB,0000,1FA,0000,001,01FA,FBDD,008,100003
03,0002009001,1FB,0000,1FA,0000,001,01FA,FBDD,008,100004
04,8109804002,1FB,0000,1FA,0000,001,01FA,FBDD,008,100005
05,810C404002,1FB,0000,1FA,0000,001,01FA,FBDD,008,100006
06,810C204002,1FB,0000,1FA,0000,001,01FA,FBDD,008,100007
07,8078104002,1FB,0000,1FA,0000,001,01FA,FBDD,008,100078
78,81A4084002,1FB,0000,1FA,0000,001,01FA,FBDD,008,100079
79,8189044002,1FB,0000,1FA,0000,001,01FA,FBDD,008,10007A
7A,817D024002,1FB,0000,1FA,0000,001,01FA,FBDD,008,10007B
7B,80C4014002,1FB,0000,1FA,0000,001,01FA,FBDD,008,1000C4
C4,80DE801040,1FB,0000,1FA,0000,001,01FA,FBDD,008,1000DE
DE,4000000000,1FB,0000,1FA,0000,001,01FA,FBDD,008,1000DF
DF,8001101040,1FB,0000,1FA,0000,001,01FA,FBDD,008,100001
01,00A0009004,1FB,0000,1FB,0000,001,01FB,FBDD,008,100002
02,0104009420,1FC,0000,1FB,0000,001,01FB,FBDD,008,100003
03,0002009001,1FC,0000,1FB,0000,001,01FB,FBDD,008,100004
04,8109804002,1FC,0000,1FB,0000,001,01FB,FBDD,008,100005
05,810C404002,1FC,0000,1FB,0000,001,01FB,FBDD,008,100006
06,810C204002,1FC,0000,1FB,0000,001,01FB,FBDD,008,100007
07,8078104002,1FC,0000,1FB,0000,001,01FB,FBDD,008,100078
78,81A4084002,1FC,0000,1FB,0000,001,01FB,FBDD,008,100079
79,8189044002,1FC,0000,1FB,0000,001,01FB,FBDD,008,10007A
7A,817D024002,1FC,0000,1FB,0000,001,01FB,FBDD,008,10007B
7B,80C4014002,1FC,0000,1FB,0000,001,01FB,FBDD,008,1000C4
C4,80DE801040,1FC,0000,1FB,0000,001,01FB,FBDD,008,1000DE
DE,4000000000,1FC,0000,1FB,0000,001,01FB,FBDD,008,1000DF
DF,8001101040,1FC,0000,1FB,0000,001,01FB,FBDD,008,100001
01,00A0009004,1FC,0000,1FC,0000,001,01FC,FBDD,008,100002
02,0104009420,1FD,0000,1FC,0000,001,01FC,FBDD,008,100003
03,0002009001,1FD,0000,1FC,0000,001,01FC,FBDD,008,100004
04,8109804002,1FD,0000,1FC,0000,001,01FC,FBDD,008,100005
05,810C404002,1FD,0000,1FC,0000,001,01FC,FBDD,008,100006
06,810C204002,1FD,0000,1FC,0000,001,01FC,FBDD,008,100007
07,8078104002,1FD,0000,1FC,0000,001,01FC,FBDD,008,100078
78,81A4084002,1FD,0000,1FC,0000,001,01FC,FBDD,008,100079
79,8189044002,1FD,0000,1FC,0000,001,01FC,FBDD,008,10007A
7A,817D024002,1FD,0000,1FC,0000,001,01FC,FBDD,008,10007B
7B,80C4014002,1FD,0000,1FC,0000,001,01FC,FBDD,008,1000C4
C4,80DE801040,1FD,0000,1FC,0000,001,01FC,FBDD,008,1000DE
DE,4000000000,1FD,0000,1FC,0000,001,01FC,FBDD,008,1000DF
DF,8001101040,1FD,0000,1FC,0000,001,01FC,FBDD,008,100001
01,00A0009004,1FD,0000,1FD,0000,001,01FD,FBDD,008,100002
02,0104009420,1FE,0000,1FD,0000,001,01FD,FBDD,008,100003
03,0002009001,1FE,0000,1FD,0000,001,01FD,FBDD,008,100004
04,8109804002,1FE,0000,1FD,0000,001,01FD,FBDD,008,100005
05,810C404002,1FE,0000,1FD,0000,001,01FD,FBDD,008,100006
06,810C204002,1FE,0000,1FD,0000,001,01FD,FBDD,008,100007
07,8078104002,1FE,0000,1FD,0000,001,01FD,FBDD,008,100078
78,81A4084002,1FE,0000,1FD,0000,001,01FD,FBDD,008,100079
79,8189044002,1FE,0000,1FD,0000,001,01FD,FBDD,008,10007A
7A,817D024002,1FE,0000,1FD,0000,001,01FD,FBDD,008,10007B
7B,80C4014002,1FE,0000,1FD,0000,001,01FD,FBDD,008,1000C4
C4,80DE801040,1FE,0000,1FD,0000,001,01FD,FBDD,008,1000DE
DE,4000000000,1FE,0000,1FD,0000,001,01FD,FBDD,008,1000DF
DF,8001101040,1FE,0000,1FD,0000,001,01FD,FBDD,008,100001
01,00A0009004,1FE,0000,1FE,0000,001,01FE,FBDD,008,100002
02,0104009420,1FF,0000,1FE,0000,001,01FE,FBDD,008,100003
03,0002009001,1FF,0000,1FE,0000,001,01FE,FBDD,008,100004
04,8109804002,1FF,0000,1FE,0000,001,01FE,FBDD,008,100005
05,810C404002,1FF,0000,1FE,0000,001,01FE,FBDD,008,100006
06,810C204002,1FF,0000,1FE,0000,001,01FE,FBDD,008,100007
07,8078104002,1FF,0000,1FE,0000,001,01FE,FBDD,008,100078
78,81A4084002,1FF,0000,1FE,0000,001,01FE,FBDD,008,100079
79,8189044002,1FF,0000,1FE,0000,001,01FE,FBDD,008,10007A
7A,817D024002,1FF,0000,1FE,0000,001,01FE,FBDD,008,10007B
7B,80C4014002,1FF,0000,1FE,0000,001,01FE,FBDD,008,1000C4
C4,80DE801040,1FF,0000,1FE,0000,001,01FE,FBDD,008,1000DE
DE,4000000000,1FF,0000,1FE,0000,001,01FE,FBDD,008,1000DF
DF,8001101040,1FF,0000,1FE,0000,001,01FE,FBDD,008,100001
01,00A0009004,1FF,0000,1FF,0000,001,01FF,FBDD,008,100002
02,0104009420,200,0000,1FF,0000,001,01FF,FBDD,008,100003
03,0002009001,200,0000,1FF,0000,001,01FF,FBDD,008,100004
04,8109804002,200,0000,1FF,0000,001,01FF,FBDD,008,100005
05,810C404002,200,0000,1FF,0000,001,01FF,FBDD,008,100006
06,810C204002,200,0000,1FF,0000,001,01FF,FBDD,008,100007
07,8078104002,200,0000,1FF,0000,001,01FF,FBDD,008,100078
78,81A4084002,200,0000,1FF,0000,001,01FF,FBDD,008,100079
79,8189044002,200,0000,1FF,0000,001,01FF,FBDD,008,10007A
7A,817D024002,200,0000,1FF,0000,001,01FF,FBDD,008,10007B
7B,80C4014002,200,0000,1FF,0000,001,01FF,FBDD,008,1000C4
C4,80DE801040,200,0000,1FF,0000,001,01FF,FBDD,008,1000DE
DE,4000000000,200,0000,1FF,0000,001,01FF,FBDD,008,1000DF
DF,8001101040,200,0000,1FF,0000,001,01FF,FBDD,008,100001
01,00A0009004,200,0000,200,0000,001,0200,FBDD,008,100002
02,0104009420,201,0000,200,0000,001,0200,FBDD,008,100003
03,0002009001,201,0000,200,0000,001,0200,FBDD,008,100004
04,8109804002,201,0000,200,0000,001,0200,FBDD,008,100005
05,810C404002,201,0000,200,0000,001,0200,FBDD,008,100006
06,810C204002,201,0000,200,0000,001,0200,FBDD,008,100007
07,8078104002,201,0000,200,0000,001,0200,FBDD,008,100078
78,81A4084002,201,0000,200,0000,001,0200,FBDD,008,100079
79,8189044002,201,0000,200,0000,001,0200,FBDD,008,10007A
7A,817D024002,201,0000,200,0000,001,0200,FBDD,008,10007B
7B,80C4014002,201,0000,200,0000,001,0200,FBDD,008,1000C4
C4,80DE801040,201,0000,200,0000,001,0200,FBDD,008,1000DE
DE,4000000000,201,0000,200,0000,001,0200,FBDD,008,1000DF
DF,8001101040,201,0000,200,0000,001,0200,FBDD,008,100001
01,00A0009004,201,0000,201,0000,001,0201,FBDD,008,100002
02,0104009420,202,0000,201,0000,001,0201,FBDD,008,100003
03,0002009001,202,0000,201,0000,001,0201,FBDD,008,100004
04,8109804002,202,0000,201,0000,001,0201,FBDD,008,100005
05,810C404002,202,0000,201,0000,001,0201,FBDD,008,100006
06,810C204002,202,0000,201,0000,001,0201,FBDD,008,100007
07,8078104002,202,0000,201,0000,001,0201,FBDD,008,100078
78,81A4084002,202,0000,201,0000,001,0201,FBDD,008,100079
79,8189044002,202,0000,201,0000,001,0201,FBDD,008,10007A
7A,817D024002,202,0000,201,0000,001,0201,FBDD,008,10007B
7B,80C4014002,202,0000,201,0000,001,0201,FBDD,008,1000C4
C4,80DE801040,202,0000,201,0000,001,0201,FBDD,008,1000DE
DE,4000000000,202,0000,201,0000,001,0201,FBDD,008,1000DF
DF,8001101040,202,0000,201,0000,001,0201,FBDD,008,100001
01,00A0009004,202,0000,202,0000,001,0202,FBDD,008,100002
02,0104009420,203,0000,202,0000,001,0202,FBDD,008,100003
03,0002009001,203,0000,202,0000,001,0202,FBDD,008,100004
04,8109804002,203,0000,202,0000,001,0202,FBDD,008,100005
05,810C404002,203,0000,202,0000,001,0202,FBDD,008,100006
06,810C204002,203,0000,202,0000,001,0202,FBDD,008,100007
07,8078104002,203,0000,202,0000,001,0202,FBDD,008,100078
78,81A4084002,203,0000,202,0000,001,0202,FBDD,008,100079
79,8189044002,203,0000,202,0000,001,0202,FBDD,008,10007A
7A,817D024002,203,0000,202,0000,001,0202,FBDD,008,10007B
7B,80C4014002,203,0000,202,0000,001,0202,FBDD,008,1000C4
C4,80DE801040,203,0000,202,0000,001,0202,FBDD,008,1000DE
DE,4000000000,203,0000,202,0000,001,0202,FBDD,008,1000DF
DF,8001101040,203,0000,202,0000,001,0202,FBDD,008,100001
01,00A0009004,203,0000,203,0000,001,0203,FBDD,008,100002
02,0104009420,204,0000,203,0000,001,0203,FBDD,008,100003
03,0002009001,204,0000,203,0000,001,0203,FBDD,008,100004
04,8109804002,204,0000,203,0000,001,0203,FBDD,008,100005
05,810C404002,204,0000,203,0000,001,0203,FBDD,008,100006
06,810C204002,204,0000,203,0000,001,0203,FBDD,008,100007
07,8078104002,204,0000,203,0000,001,0203,FBDD,008,100078
78,81A4084002,204,0000,203,0000,001,0203,FBDD,008,100079
79,8189044002,204,0000,203,0000,001,0203,FBDD,008,10007A
7A,817D024002,204,0000,203,0000,001,0203,FBDD,008,10007B
7B,80C4014002,204,0000,203,0000,001,0203,FBDD,008,1000C4
C4,80DE801040,204,0000,203,0000,001,0203,FBDD,008,1000DE
DE,4000000000,204,0000,203,0000,001,0203,FBDD,008,1000DF
DF,8001101040,204,0000,203,0000,001,0203,FBDD,008,100001
01,00A0009004,204,0000,204,0000,001,0204,FBDD,008,100002
02,0104009420,205,0000,204,0000,001,0204,FBDD,008,100003
03,0002009001,205,0000,204,0000,001,0204,FBDD,008,100004
04,8109804002,205,0000,204,0000,001,0204,FBDD,008,100005
05,810C404002,205,0000,204,0000,001,0204,FBDD,008,100006
06,810C204002,205,0000,204,0000,001,0204,FBDD,008,100007
07,8078104002,205,0000,204,0000,001,0204,FBDD,008,100078
78,81A4084002,205,0000,204,0000,001,0204,FBDD,008,100079
79,8189044002,205,0000,204,0000,001,0204,FBDD,008,10007A
7A,817D024002,205,0000,204,0000,001,0204,FBDD,008,10007B
7B,80C4014002,205,0000,204,0000,001,0204,FBDD,008,1000C4
C4,80DE801040,205,0000,204,0000,001,0204,FBDD,008,1000DE
DE,4000000000,205,0000,204,0000,001,0204,FBDD,008,1000DF
DF,8001101040,205,0000,204,0000,001,0204,FBDD,008,100001
01,00A0009004,205,0000,205,0000,001,0205,FBDD,008,100002
02,0104009420,206,0000,205,0000,001,0205,FBDD,008,100003
03,0002009001,206,0000,205,0000,001,0205,FBDD,008,100004
04,8109804002,206,0000,205,0000,001,0205,FBDD,008,100005
05,810C404002,206,0000,205,0000,001,0205,FBDD,008,100006
06,810C204002,206,0000,205,0000,001,0205,FBDD,008,100007
07,8078104002,206,0000,205,0000,001,0205,FBDD,008,100078
78,81A4084002,206,0000,205,0000,001,0205,FBDD,008,100079
79,8189044002,206,0000,205,0000,001,0205,FBDD,008,10007A
7A,817D024002,206,0000,205,0000,001,0205,FBDD,008,10007B
7B,80C4014002,206,0000,205,0000,001,0205,FBDD,008,1000C4
C4,80DE801040,206,0000,205,0000,001,0205,FBDD,008,1000DE
DE,4000000000,206,0000,205,0000,001,0205,FBDD,008,1000DF
DF,8001101040,206,0000,205,0000,001,0205,FBDD,008,100001
01,00A0009004,206,0000,206,0000,001,0206,FBDD,008,100002
02,0104009420,207,0000,206,0000,001,0206,FBDD,008,100003
03,0002009001,207,0000,206,0000,001,0206,FBDD,008,100004
04,8109804002,207,0000,206,0000,001,0206,FBDD,008,100005
05,810C404002,207,0000,206,0000,001,0206,FBDD,008,100006
06,810C204002,207,0000,206,0000,001,0206,FBDD,008,100007
07,8078104002,207,0000,206,0000,001,0206,FBDD,008,100078
78,81A4084002,207,0000,206,0000,001,0206,FBDD,008,100079
79,8189044002,207,0000,206,0000,001,0206,FBDD,008,10007A
7A,817D024002,207,0000,206,0000,001,0206,FBDD,008,10007B
7B,80C4014002,207,0000,206,0000,001,0206,FBDD,008,1000C4
C4,80DE801040,207,0000,206,0000,001,0206,FBDD,008,1000DE
DE,4000000000,207,0000,206,0000,001,0206,FBDD,008,1000DF
DF,8001101040,207,0000,206,0000,001,0206,FBDD,008,100001
01,00A0009004,207,0000,207,0000,001,0207,FBDD,008,100002
02,0104009420,208,0000,207,0000,001,0207,FBDD,008,100003
03,0002009001,208,0000,207,0000,001,0207,FBDD,008,100004
04,8109804002,208,0000,207,0000,001,0207,FBDD,008,100005
05,810C404002,208,0000,207,0000,001,0207,FBDD,008,100006
06,810C204002,208,0000,207,0000,001,0207,FBDD,008,100007
07,8078104002,208,0000,207,0000,001,0207,FBDD,008,100078
78,81A4084002,208,0000,207,0000,001,0207,FBDD,008,100079
79,8189044002,208,0000,207,0000,001,0207,FBDD,008,10007A
7A,817D024002,208,0000,207,0000,001,0207,FBDD,008,10007B
7B,80C4014002,208,0000,207,0000,001,0207,FBDD,008,1000C4
C4,80DE801040,208,0000,207,0000,001,0207,FBDD,008,1000DE
DE,4000000000,208,0000,207,0000,001,0207,FBDD,008,1000DF
DF,8001101040,208,0000,207,0000,001,0207,FBDD,008,100001
01,00A0009004,208,0000,208,0000,001,0208,FBDD,008,100002
02,0104009420,209,0000,208,0000,001,0208,FBDD,008,100003
03,0002009001,209,0000,208,0000,001,0208,FBDD,008,100004
04,8109804002,209,0000,208,0000,001,0208,FBDD,008,100005
05,810C404002,209,0000,208,0000,001,0208,FBDD,008,100006
06,810C204002,209,0000,208,0000,001,0208,FBDD,008,100007
07,8078104002,209,0000,208,0000,001,0208,FBDD,008,100078
78,81A4084002,209,0000,208,0000,001,0208,FBDD,008,100079
79,8189044002,209,0000,208,0000,001,0208,FBDD,008,10007A
7A,817D024002,209,0000,208,0000,001,0208,FBDD,008,10007B
7B,80C4014002,209,0000,208,0000,001,0208,FBDD,008,1000C4
C4,80DE801040,209,0000,208,0000,001,0208,FBDD,008,1000DE
DE,4000000000,209,0000,208,0000,001,0208,FBDD,008,1000DF
DF,8001101040,209,0000,208,0000,001,0208,FBDD,008,100001
01,00A0009004,209,0000,209,0000,001,0209,FBDD,008,100002
02,0104009420,20A,0000,209,0000,001,0209,FBDD,008,100003
03,0002009001,20A,0000,209,0000,001,0209,FBDD,008,100004
04,8109804002,20A,0000,209,0000,001,0209,FBDD,008,100005
05,810C404002,20A,0000,209,0000,001,0209,FBDD,008,100006
06,810C204002,20A,0000,209,0000,001,0209,FBDD,008,100007
07,8078104002,20A,0000,209,0000,001,0209,FBDD,008,100078
78,81A4084002,20A,0000,209,0000,001,0209,FBDD,008,100079
79,8189044002,20A,0000,209,0000,001,0209,FBDD,008,10007A
7A,817D024002,20A,0000,209,0000,001,0209,FBDD,008,10007B
7B,80C4014002,20A,0000,209,0000,001,0209,FBDD,008,1000C4
C4,80DE801040,20A,0000,209,0000,001,0209,FBDD,008,1000DE
DE,4000000000,20A,0000,209,0000,001,0209,FBDD,008,1000DF
DF,8001101040,20A,0000,209,0000,001,0209,FBDD,008,100001
01,00A0009004,20A,0000,20A,0000,001,020A,FBDD,008,100002
02,0104009420,20B,0000,20A,0000,001,020A,FBDD,008,100003
03,0002009001,20B,0000,20A,0000,001,020A,FBDD,008,100004
04,8109804002,20B,0000,20A,0000,001,020A,FBDD,008,100005
05,810C404002,20B,0000,20A,0000,001,020A,FBDD,008,100006
06,810C204002,20B,0000,20A,0000,001,020A,FBDD,008,100007
07,8078104002,20B,0000,20A,0000,001,020A,FBDD,008,100078
78,81A4084002,20B,0000,20A,0000,001,020A,FBDD,008,100079
79,8189044002,20B,0000,20A,0000,001,020A,FBDD,008,10007A
7A,817D024002,20B,0000,20A,0000,001,020A,FBDD,008,10007B
7B,80C4014002,20B,0000,20A,0000,001,020A,FBDD,008,1000C4
C4,80DE801040,20B,0000,20A,0000,001,020A,FBDD,008,1000DE
DE,4000000000,20B,0000,20A,0000,001,020A,FBDD,008,1000DF
DF,8001101040,20B,0000,20A,0000,001,020A,FBDD,008,100001
01,00A0009004,20B,0000,20B,0000,001,020B,FBDD,008,100002
02,0104009420,20C,0000,20B,0000,001,020B,FBDD,008,100003
03,0002009001,20C,0000,20B,0000,001,020B,FBDD,008,100004
04,8109804002,20C,0000,20B,0000,001,020B,FBDD,008,100005
05,810C404002,20C,0000,20B,0000,001,020B,FBDD,008,100006
06,810C204002,20C,0000,20B,0000,001,020B,FBDD,008,100007
07,8078104002,20C,0000,20B,0000,001,020B,FBDD,008,100078
78,81A4084002,20C,0000,20B,0000,001,020B,FBDD,008,100079
79,8189044002,20C,0000,20B,0000,001,020B,FBDD,008,10007A
7A,817D024002,20C,0000,20B,0000,001,020B,FBDD,008,10007B
7B,80C4014002,20C,0000,20B,0000,001,020B,FBDD,008,1000C4
C4,80DE801040,20C,0000,20B,0000,001,020B,FBDD,008,1000DE
DE,4000000000,20C,0000,20B,0000,001,020B,FBDD,008,1000DF
DF,8001101040,20C,0000,20B,0000,001,020B,FBDD,008,100001
01,00A0009004,20C,0000,20C,0000,001,020C,FBDD,008,100002
02,0104009420,20D,0000,20C,0000,001,020C,FBDD,008,100003
03,0002009001,20D,0000,20C,0000,001,020C,FBDD,008,100004
04,8109804002,20D,0000,20C,0000,001,020C,FBDD,008,100005
05,810C404002,20D,0000,20C,0000,001,020C,FBDD,008,100006
06,810C204002,20D,0000,20C,0000,001,020C,FBDD,008,100007
07,8078104002,20D,0000,20C,0000,001,020C,FBDD,008,100078
78,81A4084002,20D,0000,20C,0000,001,020C,FBDD,008,100079
79,8189044002,20D,0000,20C,0000,001,020C,FBDD,008,10007A
7A,817D024002,20D,0000,20C,0000,001,020C,FBDD,008,10007B
7B,80C4014002,20D,0000,20C,0000,001,020C,FBDD,008,1000C4
C4,80DE801040,20D,0000,20C,0000,001,020C,FBDD,008,1000DE
DE,4000000000,20D,0000,20C,0000,001,020C,FBDD,008,1000DF
DF,8001101040,20D,0000,20C,0000,001,020C,FBDD,008,100001
